text,intent
can you provide the operator to follow commands for the 7272?,Query_for_Shipment_StartEnd_Date
pakistan wanted three shipping dates for delivery 7373.,Query_for_Shipment_StartEnd_Date
what are my dispatch or loading duties for shipment 7474?,Query_for_Shipment_StartEnd_Date
show the dates for fall delivery period for package 7575.,Query_for_Shipment_StartEnd_Date
and possible closing period for shipment 7676.,Query_for_Shipment_StartEnd_Date
"when was ms 7777 dispatched, then when was everything start delivered?",Query_for_Shipment_StartEnd_Date
table on start by finish dates on shipment 7878.,Query_for_Shipment_StartEnd_Date
what's his whole schedule about the 7979?,Query_for_Shipment_StartEnd_Date
i need the estimated amount close to month 8080.,Query_for_Shipment_StartEnd_Date
provide full departure of shipping dates per shipment 8181.,Query_for_Shipment_StartEnd_Date
"at next shipment 8282 strike, and which reaches its expected end?",Query_for_Shipment_StartEnd_Date
show the girl and the man given parcel 8383.,Query_for_Shipment_StartEnd_Date
delays in dispatch and expected start dates after shipment 8484.,Query_for_Shipment_StartEnd_Date
what'is the verdict after delivery 8585?,Query_for_Shipment_StartEnd_Date
can we use free start and package dates for package 8686?,Query_for_Shipment_StartEnd_Date
i sent you specific authorization for shipment 8787.,Query_for_Shipment_StartEnd_Date
what are current planning and delivery rules for ms 8888?,Query_for_Shipment_StartEnd_Date
from the start and expected collection date on shipment 8989.,Query_for_Shipment_StartEnd_Date
provide the same period dates include approximately 9090.,Query_for_Shipment_StartEnd_Date
"when should shipment 9191 set, and when are they work?",Query_for_Shipment_StartEnd_Date
detail the station record after delivery 9292.,Query_for_Shipment_StartEnd_Date
what's other timeline for any collision between void 9393?,Query_for_Shipment_StartEnd_Date
must i close your start and end dates to shipment 9494?,Query_for_Shipment_StartEnd_Date
i need that estimated calling address on parcel 9595.,Query_for_Shipment_StartEnd_Date
what were those alien act arrival dates for shipment 9696?,Query_for_Shipment_StartEnd_Date
has full shipping and delivery figures for ab 9797.,Query_for_Shipment_StartEnd_Date
provide at start a finish location and order 9898.,Query_for_Shipment_StartEnd_Date
"when did shipment 9999 leave, but what is when it would arrive?",Query_for_Shipment_StartEnd_Date
detail the people and the timeline before may 10000.,Query_for_Shipment_StartEnd_Date
"what'a the probable time for shipment to 1001? """,Query_for_Shipment_StartEnd_Date
would kindly confirm me the next delivery date for package 2022?,Query_for_Shipment_StartEnd_Date
or would shipment 3003 exit the warehouse?,Query_for_Shipment_StartEnd_Date
what for the dispatch of call dates from parcel 4004?,Query_for_Shipment_StartEnd_Date
an estimated shipping timeline for route 5005.,Query_for_Shipment_StartEnd_Date
how would shipment 6006 expected to arrive by its destination?,Query_for_Shipment_StartEnd_Date
show as you end and end procedures for delivery 7007.,Query_for_Shipment_StartEnd_Date
what are the travel and information delivery details for shipment 8008?,Query_for_Shipment_StartEnd_Date
i dialed the dispatch and arrival details from package 9009.,Query_for_Shipment_StartEnd_Date
to the transit of through shipment 1010.,Query_for_Shipment_StartEnd_Date
or would shipment 1111 sent back at when is it due?,Query_for_Shipment_StartEnd_Date
provide additional working list deployment dates for order 1212.,Query_for_Shipment_StartEnd_Date
whoever's that scheme for shipment 1313's transformation?,Query_for_Shipment_StartEnd_Date
when did ah 1414 start its first phase?,Query_for_Shipment_StartEnd_Date
can it find the expected 6 passengers by delivery 1515?,Query_for_Shipment_StartEnd_Date
what remain the legal dates of may 1616?,Query_for_Shipment_StartEnd_Date
see august start and the time dates for shipment 1717.,Query_for_Shipment_StartEnd_Date
when what parcel 1818 planned to reach this destination?,Query_for_Shipment_StartEnd_Date
administration and dispatch and a schedule for shipment 1919.,Query_for_Shipment_StartEnd_Date
updates the start through end location for shipment 2020.,Query_for_Shipment_StartEnd_Date
"when did shipment 2121 arrive, and yesterday does its take delivered?",Query_for_Shipment_StartEnd_Date
what'ts the delivery level of building 2222?,Query_for_Shipment_StartEnd_Date
show no shipping timeline at ns 2323.,Query_for_Shipment_StartEnd_Date
"what was shipment 2424 dispatched, and about lay its priority?",Query_for_Shipment_StartEnd_Date
he got the next delivery date on package 2525.,Query_for_Shipment_StartEnd_Date
what are the finish and finish time in year 2626?,Query_for_Shipment_StartEnd_Date
would wikipedia provide the time period from shipment 2727?,Query_for_Shipment_StartEnd_Date
for the changes before delivery dates for § 2828.,Query_for_Shipment_StartEnd_Date
"and did shipment 2929 come, so when would it end?",Query_for_Shipment_StartEnd_Date
provide me the transit coordinates of shipment 3030.,Query_for_Shipment_StartEnd_Date
provide the launch or arrival manifest of shipment 3131.,Query_for_Shipment_StartEnd_Date
what'stock the flight schedule on suite 3232?,Query_for_Shipment_StartEnd_Date
"when does order 3333 sent, since when is it deployment and installation?",Query_for_Shipment_StartEnd_Date
detail for start and date selling dates after shipment 3434.,Query_for_Shipment_StartEnd_Date
i see the shipping coordinates on parcel 3535.,Query_for_Shipment_StartEnd_Date
00 are shipping dates and shipping dates for shipment 3636?,Query_for_Shipment_StartEnd_Date
¹ top start of finish dates for region 3737.,Query_for_Shipment_StartEnd_Date
more detailed timeline regarding shipment 3838.,Query_for_Shipment_StartEnd_Date
"when did the 3939 arrive, and when will ours leave?",Query_for_Shipment_StartEnd_Date
detail in shipment or delivery schedule of shipment 4040.,Query_for_Shipment_StartEnd_Date
can'm your start date of effective end date for order 4141?,Query_for_Shipment_StartEnd_Date
can they mark out transit service dates for shipment 4242?,Query_for_Shipment_StartEnd_Date
i check the departure and start dates after delivery 4343.,Query_for_Shipment_StartEnd_Date
why is our shipping dates for sc 4444?,Query_for_Shipment_StartEnd_Date
show into timeline a previous journey for shipment 4545.,Query_for_Shipment_StartEnd_Date
mark the point and end point for flight 4646.,Query_for_Shipment_StartEnd_Date
"when was shipment 4747 here, and how is she out to come?",Query_for_Shipment_StartEnd_Date
detail the repairs and maintenance function for flight 4848.,Query_for_Shipment_StartEnd_Date
what'tis a travel schedule for transport 4949?,Query_for_Shipment_StartEnd_Date
i want this estimated delivery rate in shipment 5050.,Query_for_Shipment_StartEnd_Date
provided basic start and termination point for shipment 5151.,Query_for_Shipment_StartEnd_Date
"when did sol 5252 start its journey, mine cease before mine end?",Query_for_Shipment_StartEnd_Date
refer danish shipping and merchant records for shipment 5353.,Query_for_Shipment_StartEnd_Date
submit the plans and prepare opening dates for package 5454.,Query_for_Shipment_StartEnd_Date
jones'on the agenda for delivery 5555?,Query_for_Shipment_StartEnd_Date
can facebook provide delivery date plus end dates for shipment 5656?,Query_for_Shipment_StartEnd_Date
they need that departure and arrival schedule by shift 5757.,Query_for_Shipment_StartEnd_Date
these are all shipping dates for issue 5858?,Query_for_Shipment_StartEnd_Date
show same production dates and shipment 5959.,Query_for_Shipment_StartEnd_Date
provided no transitional period for package 6060.,Query_for_Shipment_StartEnd_Date
"the was shipment 6161 returned, meaning when followed my delivery?",Query_for_Shipment_StartEnd_Date
detail the start via end first position for shipment 6262.,Query_for_Shipment_StartEnd_Date
what'old their delivery schedule by train 6363?,Query_for_Shipment_StartEnd_Date
can we save the message line for parcel 6464?,Query_for_Shipment_StartEnd_Date
i announced the expected closing date during shipment 6565.,Query_for_Shipment_StartEnd_Date
what if the potential phone delivery dates for bill 6666?,Query_for_Shipment_StartEnd_Date
were the final point finish times for shipment 6767.,Query_for_Shipment_StartEnd_Date
discuss the descent and arrival timeline with boeing 6868.,Query_for_Shipment_StartEnd_Date
"so is shipment 6969 leave, or when in it expected you arrive?",Query_for_Shipment_StartEnd_Date
on the shipping schedule aboard boeing 7070.,Query_for_Shipment_StartEnd_Date
it's that mean of one journey of shipment 7171?,Query_for_Shipment_StartEnd_Date
to i provide the start and finish communication from package 7272?,Query_for_Shipment_StartEnd_Date
will need those release dates for delivery 7373.,Query_for_Shipment_StartEnd_Date
what are possible dispatch and clearance rates after shipment 7474?,Query_for_Shipment_StartEnd_Date
show pre start and expected testing procedures for android 7575.,Query_for_Shipment_StartEnd_Date
provide active navigation equipment for shipment 7676.,Query_for_Shipment_StartEnd_Date
"when was his 7777 dispatched, then where will he be back?",Query_for_Shipment_StartEnd_Date
detail runs start through end places for shipment 7878.,Query_for_Shipment_StartEnd_Date
what'd the flight schedule to ms 7979?,Query_for_Shipment_StartEnd_Date
i need the maximum burial date using car 8080.,Query_for_Shipment_StartEnd_Date
the complete list of arrival dates for shipment 8181.,Query_for_Shipment_StartEnd_Date
"when did shipment 8282 die, and there came its eighth day?",Query_for_Shipment_StartEnd_Date
also the origin and arrival dates with parcel 8383.,Query_for_Shipment_StartEnd_Date
activity including dispatch and mail arrival dates from shipment 8484.,Query_for_Shipment_StartEnd_Date
what'makes a timeline behind delivery 8585?,Query_for_Shipment_StartEnd_Date
do you identify the start or end protocol for package 8686?,Query_for_Shipment_StartEnd_Date
it discovered the missing files for shipment 8787.,Query_for_Shipment_StartEnd_Date
what is final departure and delivery conditions until order 8888?,Query_for_Shipment_StartEnd_Date
show specific buyer a expected export dates for shipment 8989.,Query_for_Shipment_StartEnd_Date
provide the period period required from package 9090.,Query_for_Shipment_StartEnd_Date
"but was shipment 9191 removed, and then will construction resume?",Query_for_Shipment_StartEnd_Date
includes the shipping order for ns 9292.,Query_for_Shipment_StartEnd_Date
where's a justification for the deaths in order 9393?,Query_for_Shipment_StartEnd_Date
could this show begin date but end dates for shipment 9494?,Query_for_Shipment_StartEnd_Date
i need no estimated shipping time as parcel 9595.,Query_for_Shipment_StartEnd_Date
or are these dispatch order arrival rules for shipment 9696?,Query_for_Shipment_StartEnd_Date
show up shipping and maintenance information for delivered 9797.,Query_for_Shipment_StartEnd_Date
provide additional start and finish line on daytona 9898.,Query_for_Shipment_StartEnd_Date
"before did shipment 9999 leave, and what is now time to terminate?",Query_for_Shipment_StartEnd_Date
detail the dispatch of repair process for bus 10000.,Query_for_Shipment_StartEnd_Date
"you're its start date in shipment id 1001? """,Query_for_Shipment_StartEnd_Date
would you buzz me about next delivery date for package 2022?,Query_for_Shipment_StartEnd_Date
and should shipment 3003 leave their warehouse?,Query_for_Shipment_StartEnd_Date
what do their dispatch mail arrival records for parcel 4004?,Query_for_Shipment_StartEnd_Date
see the chronological timeline for usd 5005.,Query_for_Shipment_StartEnd_Date
since is shipment 6006 scheduled for travel towards its destination?,Query_for_Shipment_StartEnd_Date
text me the start... end dates on sector 7007.,Query_for_Shipment_StartEnd_Date
why were the travel and drug delivery agreements for shipment 8008?,Query_for_Shipment_StartEnd_Date
systems need these registration and termination dates for package 9009.,Query_for_Shipment_StartEnd_Date
detail for shipping period with shipment 1010.,Query_for_Shipment_StartEnd_Date
when the shipment 1111 sent out and not is king again?,Query_for_Shipment_StartEnd_Date
provide three real time delivery dates for boeing 1212.,Query_for_Shipment_StartEnd_Date
